 # IDSA ray
 # dr [km]   dr[km]  Rin[km]  R[km]  Rout[km]
   0.8188880E+01   0.8188880E+01   0.1068343E+04   0.1072438E+04   0.1076532E+04
   0.8255692E+01   0.8255692E+01   0.1076532E+04   0.1080660E+04   0.1084788E+04
   0.8323049E+01   0.8323049E+01   0.1084788E+04   0.1088949E+04   0.1093111E+04
   0.8390956E+01   0.8390956E+01   0.1093111E+04   0.1097306E+04   0.1101502E+04
   0.8459416E+01   0.8459416E+01   0.1101502E+04   0.1105732E+04   0.1109961E+04
   0.8528435E+01   0.8528435E+01   0.1109961E+04   0.1114225E+04   0.1118490E+04
   0.8598018E+01   0.8598018E+01   0.1118490E+04   0.1122789E+04   0.1127088E+04
   0.8668168E+01   0.8668168E+01   0.1127088E+04   0.1131422E+04   0.1135756E+04
   0.8738890E+01   0.8738890E+01   0.1135756E+04   0.1140125E+04   0.1144495E+04
   0.8810190E+01   0.8810190E+01   0.1144495E+04   0.1148900E+04   0.1153305E+04
   0.8882071E+01   0.8882071E+01   0.1153305E+04   0.1157746E+04   0.1162187E+04
   0.8954539E+01   0.8954539E+01   0.1162187E+04   0.1166664E+04   0.1171142E+04
   0.9027598E+01   0.9027598E+01   0.1171142E+04   0.1175655E+04   0.1180169E+04
   0.9101253E+01   0.9101253E+01   0.1180169E+04   0.1184720E+04   0.1189270E+04
   0.9175509E+01   0.9175509E+01   0.1189270E+04   0.1193858E+04   0.1198446E+04
   0.9250370E+01   0.9250370E+01   0.1198446E+04   0.1203071E+04   0.1207696E+04
   0.9325843E+01   0.9325843E+01   0.1207696E+04   0.1212359E+04   0.1217022E+04
   0.9401931E+01   0.9401931E+01   0.1217022E+04   0.1221723E+04   0.1226424E+04
   0.9478640E+01   0.9478640E+01   0.1226424E+04   0.1231163E+04   0.1235903E+04
   0.9555975E+01   0.9555975E+01   0.1235903E+04   0.1240681E+04   0.1245459E+04
   0.9633941E+01   0.9633941E+01   0.1245459E+04   0.1250276E+04   0.1255093E+04
   0.9712543E+01   0.9712543E+01   0.1255093E+04   0.1259949E+04   0.1264805E+04
   0.9791787E+01   0.9791787E+01   0.1264805E+04   0.1269701E+04   0.1274597E+04
   0.9871677E+01   0.9871677E+01   0.1274597E+04   0.1279533E+04   0.1284469E+04
   0.9952218E+01   0.9952218E+01   0.1284469E+04   0.1289445E+04   0.1294421E+04
   0.1003342E+02   0.1003342E+02   0.1294421E+04   0.1299438E+04   0.1304454E+04
   0.1011528E+02   0.1011528E+02   0.1304454E+04   0.1309512E+04   0.1314570E+04
   0.1019781E+02   0.1019781E+02   0.1314570E+04   0.1319668E+04   0.1324767E+04
   0.1028101E+02   0.1028101E+02   0.1324767E+04   0.1329908E+04   0.1335048E+04
   0.1036489E+02   0.1036489E+02   0.1335048E+04   0.1340231E+04   0.1345413E+04
   0.1044946E+02   0.1044946E+02   0.1345413E+04   0.1350638E+04   0.1355863E+04
   0.1053471E+02   0.1053471E+02   0.1355863E+04   0.1361130E+04   0.1366397E+04
   0.1062066E+02   0.1062066E+02   0.1366397E+04   0.1371708E+04   0.1377018E+04
   0.1070732E+02   0.1070732E+02   0.1377018E+04   0.1382372E+04   0.1387725E+04
   0.1079468E+02   0.1079468E+02   0.1387725E+04   0.1393123E+04   0.1398520E+04
   0.1088275E+02   0.1088275E+02   0.1398520E+04   0.1403961E+04   0.1409403E+04
   0.1097154E+02   0.1097154E+02   0.1409403E+04   0.1414889E+04   0.1420374E+04
   0.1106106E+02   0.1106106E+02   0.1420374E+04   0.1425905E+04   0.1431435E+04
   0.1115130E+02   0.1115130E+02   0.1431435E+04   0.1437011E+04   0.1442587E+04
   0.1124228E+02   0.1124228E+02   0.1442587E+04   0.1448208E+04   0.1453829E+04
   0.1133401E+02   0.1133401E+02   0.1453829E+04   0.1459496E+04   0.1465163E+04
   0.1142648E+02   0.1142648E+02   0.1465163E+04   0.1470876E+04   0.1476589E+04
   0.1151971E+02   0.1151971E+02   0.1476589E+04   0.1482349E+04   0.1488109E+04
   0.1161370E+02   0.1161370E+02   0.1488109E+04   0.1493916E+04   0.1499723E+04
   0.1170845E+02   0.1170845E+02   0.1499723E+04   0.1505577E+04   0.1511431E+04
   0.1180398E+02   0.1180398E+02   0.1511431E+04   0.1517333E+04   0.1523235E+04
   0.1190028E+02   0.1190028E+02   0.1523235E+04   0.1529185E+04   0.1535136E+04
   0.1199738E+02   0.1199738E+02   0.1535136E+04   0.1541134E+04   0.1547133E+04
   0.1209526E+02   0.1209526E+02   0.1547133E+04   0.1553181E+04   0.1559228E+04
   0.1219395E+02   0.1219395E+02   0.1559228E+04   0.1565325E+04   0.1571422E+04
   0.1229344E+02   0.1229344E+02   0.1571422E+04   0.1577569E+04   0.1583716E+04
   0.1239374E+02   0.1239374E+02   0.1583716E+04   0.1589913E+04   0.1596109E+04
   0.1249485E+02   0.1249485E+02   0.1596109E+04   0.1602357E+04   0.1608604E+04
   0.1259680E+02   0.1259680E+02   0.1608604E+04   0.1614903E+04   0.1621201E+04
   0.1269957E+02   0.1269957E+02   0.1621201E+04   0.1627551E+04   0.1633901E+04
   0.1280319E+02   0.1280319E+02   0.1633901E+04   0.1640302E+04   0.1646704E+04
   0.1290765E+02   0.1290765E+02   0.1646704E+04   0.1653158E+04   0.1659611E+04
   0.1301296E+02   0.1301296E+02   0.1659611E+04   0.1666118E+04   0.1672624E+04
   0.1311913E+02   0.1311913E+02   0.1672624E+04   0.1679184E+04   0.1685744E+04
   0.1322617E+02   0.1322617E+02   0.1685744E+04   0.1692357E+04   0.1698970E+04
   0.1333408E+02   0.1333408E+02   0.1698970E+04   0.1705637E+04   0.1712304E+04
   0.1344287E+02   0.1344287E+02   0.1712304E+04   0.1719025E+04   0.1725747E+04
   0.1355255E+02   0.1355255E+02   0.1725747E+04   0.1732523E+04   0.1739299E+04
   0.1366312E+02   0.1366312E+02   0.1739299E+04   0.1746131E+04   0.1752962E+04
   0.1377460E+02   0.1377460E+02   0.1752962E+04   0.1759850E+04   0.1766737E+04
   0.1388698E+02   0.1388698E+02   0.1766737E+04   0.1773680E+04   0.1780624E+04
   0.1400028E+02   0.1400028E+02   0.1780624E+04   0.1787624E+04   0.1794624E+04
   0.1411451E+02   0.1411451E+02   0.1794624E+04   0.1801681E+04   0.1808739E+04
   0.1422967E+02   0.1422967E+02   0.1808739E+04   0.1815854E+04   0.1822968E+04
   0.1434577E+02   0.1434577E+02   0.1822968E+04   0.1830141E+04   0.1837314E+04
   0.1446281E+02   0.1446281E+02   0.1837314E+04   0.1844546E+04   0.1851777E+04
   0.1458081E+02   0.1458081E+02   0.1851777E+04   0.1859067E+04   0.1866358E+04
   0.1469978E+02   0.1469978E+02   0.1866358E+04   0.1873708E+04   0.1881058E+04
   0.1481971E+02   0.1481971E+02   0.1881058E+04   0.1888467E+04   0.1895877E+04
   0.1494062E+02   0.1494062E+02   0.1895877E+04   0.1903348E+04   0.1910818E+04
   0.1506252E+02   0.1506252E+02   0.1910818E+04   0.1918349E+04   0.1925880E+04
   0.1518541E+02   0.1518541E+02   0.1925880E+04   0.1933473E+04   0.1941066E+04
   0.1530931E+02   0.1530931E+02   0.1941066E+04   0.1948720E+04   0.1956375E+04
   0.1543422E+02   0.1543422E+02   0.1956375E+04   0.1964092E+04   0.1971809E+04
   0.1556014E+02   0.1556014E+02   0.1971809E+04   0.1979589E+04   0.1987369E+04
   0.1568709E+02   0.1568709E+02   0.1987369E+04   0.1995213E+04   0.2003057E+04
   0.1581508E+02   0.1581508E+02   0.2003057E+04   0.2010964E+04   0.2018872E+04
   0.1594412E+02   0.1594412E+02   0.2018872E+04   0.2026844E+04   0.2034816E+04
   0.1607420E+02   0.1607420E+02   0.2034816E+04   0.2042853E+04   0.2050890E+04
   0.1620535E+02   0.1620535E+02   0.2050890E+04   0.2058993E+04   0.2067095E+04
   0.1633757E+02   0.1633757E+02   0.2067095E+04   0.2075264E+04   0.2083433E+04
   0.1647086E+02   0.1647086E+02   0.2083433E+04   0.2091668E+04   0.2099904E+04
   0.1660525E+02   0.1660525E+02   0.2099904E+04   0.2108206E+04   0.2116509E+04
   0.1674073E+02   0.1674073E+02   0.2116509E+04   0.2124879E+04   0.2133250E+04
   0.1687731E+02   0.1687731E+02   0.2133250E+04   0.2141688E+04   0.2150127E+04
   0.1701501E+02   0.1701501E+02   0.2150127E+04   0.2158635E+04   0.2167142E+04
   0.1715384E+02   0.1715384E+02   0.2167142E+04   0.2175719E+04   0.2184296E+04
   0.1729379E+02   0.1729379E+02   0.2184296E+04   0.2192943E+04   0.2201590E+04
   0.1743489E+02   0.1743489E+02   0.2201590E+04   0.2210307E+04   0.2219025E+04
   0.1757714E+02   0.1757714E+02   0.2219025E+04   0.2227813E+04   0.2236602E+04
   0.1772055E+02   0.1772055E+02   0.2236602E+04   0.2245462E+04   0.2254322E+04
   0.1786513E+02   0.1786513E+02   0.2254322E+04   0.2263255E+04   0.2272187E+04
   0.1801089E+02   0.1801089E+02   0.2272187E+04   0.2281193E+04   0.2290198E+04
   0.1815784E+02   0.1815784E+02   0.2290198E+04   0.2299277E+04   0.2308356E+04
   0.1830598E+02   0.1830598E+02   0.2308356E+04   0.2317509E+04   0.2326662E+04
   0.1845534E+02   0.1845534E+02   0.2326662E+04   0.2335890E+04   0.2345117E+04
   0.1860591E+02   0.1860591E+02   0.2345117E+04   0.2354420E+04   0.2363723E+04
   0.1875772E+02   0.1875772E+02   0.2363723E+04   0.2373102E+04   0.2382481E+04
   0.1891076E+02   0.1891076E+02   0.2382481E+04   0.2391936E+04   0.2401392E+04
   0.1906505E+02   0.1906505E+02   0.2401392E+04   0.2410924E+04   0.2420457E+04
   0.1922060E+02   0.1922060E+02   0.2420457E+04   0.2430067E+04   0.2439677E+04
   0.1937742E+02   0.1937742E+02   0.2439677E+04   0.2449366E+04   0.2459055E+04
   0.1953551E+02   0.1953551E+02   0.2459055E+04   0.2468823E+04   0.2478590E+04
   0.1969490E+02   0.1969490E+02   0.2478590E+04   0.2488438E+04   0.2498285E+04
   0.1985559E+02   0.1985559E+02   0.2498285E+04   0.2508213E+04   0.2518141E+04
   0.2001759E+02   0.2001759E+02   0.2518141E+04   0.2528150E+04   0.2538158E+04
   0.2018091E+02   0.2018091E+02   0.2538158E+04   0.2548249E+04   0.2558339E+04
   0.2034556E+02   0.2034556E+02   0.2558339E+04   0.2568512E+04   0.2578685E+04
   0.2051156E+02   0.2051156E+02   0.2578685E+04   0.2588941E+04   0.2599197E+04
   0.2067891E+02   0.2067891E+02   0.2599197E+04   0.2609536E+04   0.2619875E+04
   0.2084763E+02   0.2084763E+02   0.2619875E+04   0.2630299E+04   0.2640723E+04
   0.2101772E+02   0.2101772E+02   0.2640723E+04   0.2651232E+04   0.2661741E+04
   0.2118920E+02   0.2118920E+02   0.2661741E+04   0.2672335E+04   0.2682930E+04
   0.2136208E+02   0.2136208E+02   0.2682930E+04   0.2693611E+04   0.2704292E+04
   0.2153637E+02   0.2153637E+02   0.2704292E+04   0.2715060E+04   0.2725828E+04
   0.2171209E+02   0.2171209E+02   0.2725828E+04   0.2736684E+04   0.2747541E+04
   0.2188923E+02   0.2188923E+02   0.2747541E+04   0.2758485E+04   0.2769430E+04
   0.2206782E+02   0.2206782E+02   0.2769430E+04   0.2780464E+04   0.2791498E+04
   0.2224787E+02   0.2224787E+02   0.2791498E+04   0.2802621E+04   0.2813745E+04
   0.2242939E+02   0.2242939E+02   0.2813745E+04   0.2824960E+04   0.2836175E+04
   0.2261239E+02   0.2261239E+02   0.2836175E+04   0.2847481E+04   0.2858787E+04
   0.2279688E+02   0.2279688E+02   0.2858787E+04   0.2870186E+04   0.2881584E+04
   0.2298288E+02   0.2298288E+02   0.2881584E+04   0.2893076E+04   0.2904567E+04
   0.2317039E+02   0.2317039E+02   0.2904567E+04   0.2916152E+04   0.2927737E+04
   0.2335943E+02   0.2335943E+02   0.2927737E+04   0.2939417E+04   0.2951097E+04
   0.2355002E+02   0.2355002E+02   0.2951097E+04   0.2962872E+04   0.2974647E+04
   0.2374216E+02   0.2374216E+02   0.2974647E+04   0.2986518E+04   0.2998389E+04
   0.2393587E+02   0.2393587E+02   0.2998389E+04   0.3010357E+04   0.3022325E+04
   0.2413116E+02   0.2413116E+02   0.3022325E+04   0.3034390E+04   0.3046456E+04
   0.2432804E+02   0.2432804E+02   0.3046456E+04   0.3058620E+04   0.3070784E+04
   0.2452653E+02   0.2452653E+02   0.3070784E+04   0.3083047E+04   0.3095311E+04
   0.2472664E+02   0.2472664E+02   0.3095311E+04   0.3107674E+04   0.3120037E+04
   0.2492838E+02   0.2492838E+02   0.3120037E+04   0.3132501E+04   0.3144966E+04
   0.2513177E+02   0.2513177E+02   0.3144966E+04   0.3157531E+04   0.3170097E+04
   0.2533682E+02   0.2533682E+02   0.3170097E+04   0.3182766E+04   0.3195434E+04
   0.2554354E+02   0.2554354E+02   0.3195434E+04   0.3208206E+04   0.3220978E+04
   0.2575194E+02   0.2575194E+02   0.3220978E+04   0.3233854E+04   0.3246730E+04
   0.2596205E+02   0.2596205E+02   0.3246730E+04   0.3259711E+04   0.3272692E+04
   0.2617387E+02   0.2617387E+02   0.3272692E+04   0.3285779E+04   0.3298866E+04
   0.2638742E+02   0.2638742E+02   0.3298866E+04   0.3312059E+04   0.3325253E+04
   0.2660271E+02   0.2660271E+02   0.3325253E+04   0.3338554E+04   0.3351856E+04
   0.2681976E+02   0.2681976E+02   0.3351856E+04   0.3365266E+04   0.3378675E+04
   0.2703858E+02   0.2703858E+02   0.3378675E+04   0.3392195E+04   0.3405714E+04
   0.2725918E+02   0.2725918E+02   0.3405714E+04   0.3419344E+04   0.3432973E+04
   0.2748159E+02   0.2748159E+02   0.3432973E+04   0.3446714E+04   0.3460455E+04
   0.2770581E+02   0.2770581E+02   0.3460455E+04   0.3474308E+04   0.3488161E+04
   0.2793185E+02   0.2793185E+02   0.3488161E+04   0.3502127E+04   0.3516092E+04
   0.2815975E+02   0.2815975E+02   0.3516092E+04   0.3530172E+04   0.3544252E+04
   0.2838950E+02   0.2838950E+02   0.3544252E+04   0.3558447E+04   0.3572642E+04
   0.2862112E+02   0.2862112E+02   0.3572642E+04   0.3586952E+04   0.3601263E+04
   0.2885464E+02   0.2885464E+02   0.3601263E+04   0.3615690E+04   0.3630118E+04
   0.2909006E+02   0.2909006E+02   0.3630118E+04   0.3644663E+04   0.3659208E+04
   0.2932740E+02   0.2932740E+02   0.3659208E+04   0.3673871E+04   0.3688535E+04
   0.2956668E+02   0.2956668E+02   0.3688535E+04   0.3703318E+04   0.3718102E+04
   0.2980791E+02   0.2980791E+02   0.3718102E+04   0.3733006E+04   0.3747910E+04
   0.3005111E+02   0.3005111E+02   0.3747910E+04   0.3762935E+04   0.3777961E+04
   0.3029630E+02   0.3029630E+02   0.3777961E+04   0.3793109E+04   0.3808257E+04
   0.3054348E+02   0.3054348E+02   0.3808257E+04   0.3823529E+04   0.3838800E+04
   0.3079268E+02   0.3079268E+02   0.3838800E+04   0.3854197E+04   0.3869593E+04
   0.3104391E+02   0.3104391E+02   0.3869593E+04   0.3885115E+04   0.3900637E+04
   0.3129720E+02   0.3129720E+02   0.3900637E+04   0.3916286E+04   0.3931934E+04
   0.3155255E+02   0.3155255E+02   0.3931934E+04   0.3947711E+04   0.3963487E+04
   0.3180998E+02   0.3180998E+02   0.3963487E+04   0.3979392E+04   0.3995297E+04
   0.3206951E+02   0.3206951E+02   0.3995297E+04   0.4011332E+04   0.4027366E+04
   0.3233116E+02   0.3233116E+02   0.4027366E+04   0.4043532E+04   0.4059697E+04
   0.3259495E+02   0.3259495E+02   0.4059697E+04   0.4075995E+04   0.4092292E+04
   0.3286089E+02   0.3286089E+02   0.4092292E+04   0.4108723E+04   0.4125153E+04
   0.3312899E+02   0.3312899E+02   0.4125153E+04   0.4141718E+04   0.4158282E+04
   0.3339929E+02   0.3339929E+02   0.4158282E+04   0.4174982E+04   0.4191682E+04
   0.3367179E+02   0.3367179E+02   0.4191682E+04   0.4208517E+04   0.4225353E+04
   0.3394651E+02   0.3394651E+02   0.4225353E+04   0.4242327E+04   0.4259300E+04
   0.3422348E+02   0.3422348E+02   0.4259300E+04   0.4276412E+04   0.4293523E+04
   0.3450270E+02   0.3450270E+02   0.4293523E+04   0.4310775E+04   0.4328026E+04
   0.3478421E+02   0.3478421E+02   0.4328026E+04   0.4345418E+04   0.4362810E+04
   0.3506801E+02   0.3506801E+02   0.4362810E+04   0.4380344E+04   0.4397878E+04
   0.3535412E+02   0.3535412E+02   0.4397878E+04   0.4415555E+04   0.4433232E+04
   0.3564257E+02   0.3564257E+02   0.4433232E+04   0.4451054E+04   0.4468875E+04
   0.3593337E+02   0.3593337E+02   0.4468875E+04   0.4486842E+04   0.4504808E+04
   0.3622655E+02   0.3622655E+02   0.4504808E+04   0.4522922E+04   0.4541035E+04
   0.3652212E+02   0.3652212E+02   0.4541035E+04   0.4559296E+04   0.4577557E+04
   0.3682010E+02   0.3682010E+02   0.4577557E+04   0.4595967E+04   0.4614377E+04
   0.3712051E+02   0.3712051E+02   0.4614377E+04   0.4632937E+04   0.4651498E+04
   0.3742337E+02   0.3742337E+02   0.4651498E+04   0.4670209E+04   0.4688921E+04
   0.3772870E+02   0.3772870E+02   0.4688921E+04   0.4707785E+04   0.4726650E+04
   0.3803652E+02   0.3803652E+02   0.4726650E+04   0.4745668E+04   0.4764686E+04
   0.3834686E+02   0.3834686E+02   0.4764686E+04   0.4783860E+04   0.4803033E+04
   0.3865973E+02   0.3865973E+02   0.4803033E+04   0.4822363E+04   0.4841693E+04
   0.3897515E+02   0.3897515E+02   0.4841693E+04   0.4861180E+04   0.4880668E+04
   0.3929314E+02   0.3929314E+02   0.4880668E+04   0.4900314E+04   0.4919961E+04
   0.3961373E+02   0.3961373E+02   0.4919961E+04   0.4939768E+04   0.4959575E+04
   0.3993693E+02   0.3993693E+02   0.4959575E+04   0.4979543E+04   0.4999512E+04
   0.4026277E+02   0.4026277E+02   0.4999512E+04   0.5019643E+04   0.5039774E+04
   0.4059127E+02   0.4059127E+02   0.5039774E+04   0.5060070E+04   0.5080366E+04
